url	download_complete
vision.ics.uci.edu/papers/GhiasiF_TR_2015	complete
www.ics.uci.edu/faculty/area_embedded.php	complete
www.ics.uci.edu/ButterworthJudges	incomplete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneHsmmH3k9acStdAlnRep1.REF_chr19.bam	complete
www.ics.uci.edu/~dechter/publications/r24.html	complete
cbcl.ics.uci.edu	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneHsmmCtcfStdAlnRep1.REF_chr19.bam	complete
www.ics.uci.edu/alfred_sec14.bib	complete
emj.ics.uci.edu/papers	incomplete
www.ics.uci.edu/research/zero rating.html	incomplete
fr.ics.uci.edu/haitisearch	complete
www.ics.uci.edu/grad/forms/index.php	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/sld006.htm	complete
www.ics.uci.edu/community/news/spotlight_dechter_book.php	complete
www.ics.uci.edu/publications/publications.htm	complete
sdcl.ics.uci.edu/crowd-fault-localization	complete
www.ics.uci.edu/~akoratti	complete
vision.ics.uci.edu/papers/BaeFC_ACCV_2012	complete
www.ics.uci.edu/ugrad/QA_Graduation.php	complete
duttgroup.ics.uci.edu/publications	complete
www.ics.uci.edu/~dechter/publications/r223.html	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneNhekCtcfStdAlnRep3.REF_chr19.bam	complete
www.ics.uci.edu/computing/account/mapdrive_mac.php	complete
www.ics.uci.edu/~dechter/publications/r63.html	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneNhlfH3k4me3StdAlnRep2.REF_chr19.bam	complete
vision.ics.uci.edu/papers/WangF_IJCV_2017	complete
www.ics.uci.edu/~dechter/publications/r17.html	complete
www.ics.uci.edu/~schark/simulator.html	incomplete
luci.ics.uci.edu/pages/Students/LouAnneBoyd/LouAnneBoyd.html	complete
www.ics.uci.edu/%7Emajumder/teach.html	complete
vision.ics.uci.edu/papers/RamananF_NIPS_2003	complete
www.ics.uci.edu/alumni/stayconnected/hall_of_fame/hall_of_fame/hall_of_fame/hall_of_fame/stayconnected/hall_of_fame/hall_of_fame/inductees.php	complete
www.ics.uci.edu/ics46	complete
www.ics.uci.edu/~stasio/winter06/Homeworks/hw2.txt	complete
www.ics.uci.edu/MJCarey_Patents.html	complete
www.ics.uci.edu/%7elab/schedules/183.html	complete
www.ics.uci.edu/computing/mailboss.php	complete
duttgroup.ics.uci.edu/2017/12/20/2017-end-of-the-year-gathering	complete
vision.ics.uci.edu/papers/BaeFC_WACV_2013	complete
www.ics.uci.edu/degrees/Second_BA.php	complete
www.ics.uci.edu/community/events/past.php	incomplete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneK562H3k9acStdAlnRep2.REF_chr19.bam	incomplete
vision.ics.uci.edu/papers/RamananB_ICIP_2000	complete
www.ics.uci.edu/~dechter/publications/r241.html	complete
luci.ics.uci.edu/about.html	complete
www.ics.uci.edu/ugrad/current/resources/Title_IX_Resources.php	incomplete
www.ics.uci.edu/~feldman/ICS131F00.html	incomplete
luci.ics.uci.edu/pages/Students/DanGardner/DanGardner.html	complete
mailman.ics.uci.edu/mailman/listinfo/sislgram	incomplete
honors.ics.uci.edu/student-testimonials	complete
www.ics.uci.edu/~dechter/publications/r56.html	complete
www.ics.uci.edu/~dechter/publications/r238.html	complete
www.ics.uci.edu/img/talk_compvis_2016Fall	complete
www.ics.uci.edu/about/bren_advance.php	incomplete
futurehealth.ics.uci.edu/participation	complete
www.ics.uci.edu/bnpCVPR12	complete
www.ics.uci.edu/%7Emagda/ics_232P/scheduleP.html	complete
www.ics.uci.edu/ugrad/current/sao/Course_updates.php	complete
www.ics.uci.edu/~dechter/publications/r245.html	complete
www.ics.uci.edu/about/about_factsfigures.php	complete
www.ics.uci.edu/%7Emagda/Projects/Online%20Games.html	complete
www.ics.uci.edu/~iftekha/publication/understanding-code-smells-in-android-applications	complete
www.ics.uci.edu/grad/policies/GradPolicies_ResidencyReqt.php	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneNhekH3k9acStdAlnRep3.REF_chr19.bam	complete
www.ics.uci.edu/~dechter/publications/r78.html	complete
www.ics.uci.edu/~iftekha/publication/an-empirical-study-of-design-degradation-how-software-projects-get-worse-over-time	complete
www.ics.uci.edu/MJCarey_Professional_Experience.html	complete
mailman.ics.uci.edu/mailman/private/emme	complete
www.ics.uci.edu/~dechter/publications/r188.html	complete
www.ics.uci.edu/~iftekha/publication/how-verified-or-tested-is-my-code	complete
www.ics.uci.edu/~dechter/publications/r141.html	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneHsmmH3k9acStdAlnRep2.REF_chr19.bam	incomplete
honors.ics.uci.edu/program-overview/step-1-course-requirements	complete
www.ics.uci.edu/~yamingy/cocktail_demo.m	complete
www.ics.uci.edu/~dechter/publications/r106.html	complete
www.ics.uci.edu/OCBJ_Ad_Photos	complete
www.ics.uci.edu/../computerscience/index.php	incomplete
www.ics.uci.edu/~redmiles/ics203b-SQ05	complete
vision.ics.uci.edu/papers/PirsiavashR_CVPR_2012_2	complete
www.ics.uci.edu/~xzhu	complete
www.ics.uci.edu/~ivan	complete
www.ics.uci.edu/dir/faculty/Software/djr	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneHsmmH3k36me3StdAlnRep2.REF_chr19.bam	incomplete
www.ics.uci.edu/~dechter/publications/r157.html	complete
www.ics.uci.edu/~dechter/publications/r221a.html	complete
www.ics.uci.edu/pano4pose.html	complete
www.ics.uci.edu/ http://www.slis.indiana.edu/TIS	complete
www.ics.uci.edu/ugrad/sao	incomplete
www.ics.uci.edu/~fowlkes/software/nca	complete
www.ics.uci.edu/~magda	complete
www.ics.uci.edu/downloads.html	complete
www.ics.uci.edu/dir/grad/Software/tonne	complete
www.ics.uci.edu/~smyth/courses/stats5/._Jan23rd_Databases.txt	complete
mswe.ics.uci.edu/program/about-the-program	complete
www.ics.uci.edu/~thornton/ics22/LabManual/GuessNumberGame.java	complete
www.ics.uci.edu/~yamingy/cocktail_demo3.r	complete
www.ics.uci.edu/~perl/publication/ocfi	complete
www.ics.uci.edu/~kay/courses/i41/hw/lab2.html	complete
www.ics.uci.edu/~dechter/publications/r70.html	complete
grape.ics.uci.edu/wiki/asterix/raw-attachment/wiki/stats170ab-2018/visualization_with_iris_data.ipynb	complete
www.ics.uci.edu/~perl/publication/dyn_diversity	complete
vision.ics.uci.edu/papers/Luna_TEC_2011	complete
www.ics.uci.edu/community/events/openhouse/gallery_11.html	complete
cert.ics.uci.edu/partnerships.html	complete
www.ics.uci.edu/~xhx/courses/CS284A/lectures/index.html	complete
www.ics.uci.edu/~skong2	complete
cradl.ics.uci.edu/trust-in-virtual-teams-theory-and-tools-cscw-2013	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/sld013.htm	complete
www.ics.uci.edu/~dechter/publications/r111.html	complete
www.ics.uci.edu/~andre	complete
www.ics.uci.edu/sponsors.html	complete
www.ics.uci.edu/arcadia_papers/arcadia_papers.html	complete
www.ics.uci.edu/%7Ethornton/EnrollmentRound1.html	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneH1hescH3k36me3StdAlnRep1.REF_chr19.bam	complete
www.ics.uci.edu/community/events/openhouse/video_wow.html	complete
www.ics.uci.edu/bioshape/index.html	complete
xtune.ics.uci.edu/people.htm	complete
cradl.ics.uci.edu/category/visitors	complete
www.ics.uci.edu/~redmiles/inf143-SQ09/Assignment2/Inf143-ExploringManyEyes.htm	complete
cradl.ics.uci.edu/benjamin-koehne-completes-internship-at-microsoft-research-asia-beijing	complete
www.ics.uci.edu/community/news/spotlight_mingkow.php	complete
honors.ics.uci.edu/graduate-school-resources	complete
www.ics.uci.edu/~redmiles/ics229-WQ06	complete
vision.ics.uci.edu/papers/RenFM_NIPS_2005	complete
www.ics.uci.edu/~dechter/publications/r91.html	complete
mcs.ics.uci.edu/about/the-program	complete
www.ics.uci.edu/~kay/courses/i41/vectors.html	complete
vision.ics.uci.edu/papers/WangWFY_AISTATS_2017	complete
fr.ics.uci.edu/chile	complete
www.ics.uci.edu/about/search/search_communications.php	complete
iasl.ics.uci.edu/people/damiri	complete
www.ics.uci.edu/~dechter/biographical.html	complete
futurehealth.ics.uci.edu/resources	complete
www.ics.uci.edu/faculty/area_compgraphics.php	complete
www.ics.uci.edu/bren/bren_press.php	complete
computableplant.ics.uci.edu/software.html	complete
www.ics.uci.edu/statistics/grad/index.php	complete
www.ics.uci.edu/ugrad/current/policies/Laptop_ComputerUse.php	complete
computableplant.ics.uci.edu/bti1036	complete
www.ics.uci.edu/~kay/courses/i41/hw/honesty.html	complete
www.ics.uci.edu/~kay/scheme/infx-tunes.rkt	complete
cradl.ics.uci.edu/cradl-at-chase-2012-workshop-icse-zurich-switzerland	complete
www.ics.uci.edu/~yamingy/cocktail_demo1.r	complete
computableplant.ics.uci.edu/alphasite	complete
www.ics.uci.edu/~hombao/neurostatsw2012.html	complete
www.ics.uci.edu/~stasio/winter06/Lectures/EmployeeExample	complete
www.ics.uci.edu/community/alumni/index.php/hall_of_fame/stayconnected/stayconnected/hall_of_fame/hall_of_fame/stayconnected/index.php	complete
www.ics.uci.edu/ugrad/current/policies/Change_of_Major.php	complete
www.ics.uci.edu/community/scholarships/scholar_corporate.php	complete
iasl.ics.uci.edu/people/iburago	complete
www.ics.uci.edu/grad/policies/GradPolicies_Grading.php	complete
www.ics.uci.edu/%7Ethornton/WritingAssignments/WritingInstructions	complete
auge.ics.uci.edu/eventshop	complete
sdcl.ics.uci.edu/mdp-lab	complete
www.ics.uci.edu/ugrad/current/sao/index.php	complete
www.ics.uci.edu/grad/policies/GradPolicies_CAResidency.php	complete
duttgroup.ics.uci.edu/projects/self-aware-adaptive-computing/ipf-2	complete
vision.ics.uci.edu/papers/ForsythEtAl_FTCG_2007	complete
www.ics.uci.edu/dir/grad/Software/ddubrow	complete
www.ics.uci.edu/Arcadia/consortium.html	complete
cml.ics.uci.edu/courses	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/introduction.html	complete
www.ics.uci.edu/papers1.htm	complete
mhcid.ics.uci.edu/faq	complete
www.ics.uci.edu/~iftekha/publication/an-empirical-comparisonstr	complete
www.ics.uci.edu/~dechter/publications/r42a.html	complete
www.ics.uci.edu/computing/account/mapdrive_win.php	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/sld020.htm	complete
www.ics.uci.edu/RT/index.html	complete
www.ics.uci.edu/~wscacchi/Papers	complete
www.ics.uci.edu/ugrad/degrees/Minors	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneHmecH4k20me1StdAlnRep1.REF_chr19.bam	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneNhekCtcfStdAlnRep2.REF_chr19.bam	complete
www.ics.uci.edu/policies/Withdrawal_Readmission.php	complete
www.ics.uci.edu/~johnsong/thesis	complete
www.ics.uci.edu/%7Emagda/Projects/ghana.html	complete
www.ics.uci.edu/ugrad/degrees/degree_cse.php	complete
www.ics.uci.edu/about_meet_the_dean.php	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneHepg2H3k9acStdAlnRep2.REF_chr19.bam	complete
www.ics.uci.edu/~maheshmn/eCACTI/download.htm	complete
www.ics.uci.edu/~jnnorton	complete
www.ics.uci.edu/~dechter/publications/r130.html	complete
www.ics.uci.edu/~dechter/publications/r107.html	complete
emj.ics.uci.edu/topics	complete
www.ics.uci.edu/community/news/student_blogs/blog_posts/Roxanna-Shaik-May2018.php	complete
www.ics.uci.edu/~jutts/Midterm1V1Key	complete
cml.ics.uci.edu/tag/news/page/6	complete
www.ics.uci.edu/~qlou	complete
www.ics.uci.edu/~dechter/courses.html	incomplete
www.ics.uci.edu/computing/password.php	complete
www.ics.uci.edu/~kay/courses/i41/hw/hw5.html	complete
cml.ics.uci.edu/tag/news/page/5	complete
www.ics.uci.edu/~dechter/publications/r181.html	complete
duttgroup.ics.uci.edu/2018/10/13/won-first-place-at-student-design-contest-held-by-16th-international-system-on-chip-conference	complete
www-db.ics.uci.edu/pages/research/das/index.shtml	incomplete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneHsmmH3k4me1StdAlnRep1.REF_chr19.bam	complete
cml.ics.uci.edu/2012/08/2012_uaidomination	complete
www.ics.uci.edu/about/bren/gallery/gallery_04_jpg.php	complete
www.ics.uci.edu/ShakespeareExplorer.html	complete
www.ics.uci.edu/sao/SAO_Events.php	complete
mcs.ics.uci.edu/contact-us/staff	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/tsld012.htm	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneHmecH3k4me2StdAlnRep1.REF_chr19.bam	complete
computableplant.ics.uci.edu/hierleap	complete
www.ics.uci.edu/ugrad/policies/Laptop_ComputerUse.php	complete
www.ics.uci.edu/~lab/unixfiles.php	complete
www.ics.uci.edu/~softtest/adamakegen.html	complete
www.ics.uci.edu/~sternh/courses/senic_anova.R	complete
www.ics.uci.edu/~develop/Lectures/GradPanel11Exports	complete
fr.ics.uci.edu/haiticrisis	complete
www.ics.uci.edu/%7elab/labs_specs/index.php	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneGm12878CtcfStdAlnRep2.REF_chr19.bam	complete
www.ics.uci.edu/~redmiles/inf143-SQ09/assignment1_files	complete
www.ics.uci.edu/~jutts/Hmwk6.txt	complete
www.ics.uci.edu/%7elab/policies/index.php	complete
www.ics.uci.edu/~jpd	complete
cert.ics.uci.edu/seminar/Nanda/abstract.htm	complete
sdcl.ics.uci.edu/tag/ice-cream	complete
www.ics.uci.edu/~thornton/ics33	complete
mailman.ics.uci.edu/mailman/listinfo/cert-students	complete
www.ics.uci.edu/community/scholarships/scholarship_application.php	complete
www.ics.uci.edu/SMMMSG.html	complete
mcs.ics.uci.edu	complete
www.ics.uci.edu/%7Ewics/about_officers.html	complete
vision.ics.uci.edu/papers/KimPBPCFJ_ACS_2012	complete
www.ics.uci.edu/~jutts/Student0405.txt	complete
www.ics.uci.edu/imageunderstanding.html	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneNhlfH3k4me3StdAlnRep1.REF_chr19.bam	complete
mailman.ics.uci.edu/mailman/admin/ics-insa	complete
www.ics.uci.edu/~dechter/publications/r130a.html	complete
mailman.ics.uci.edu/mailman/private/ivecg-community	complete
mailman.ics.uci.edu/mailman/private/aperture	complete
www.ics.uci.edu/131	complete
www.ics.uci.edu/~kay	complete
www.ics.uci.edu/~dechter/publications/otherPubs.html	complete
www.ics.uci.edu/ugrad/policies/Academic_Standing	complete
www.ics.uci.edu/ugrad/courses/index	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneHsmmtH3k36me3StdAlnRep1.REF_chr19.bam	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/sld030.htm	complete
mcs.ics.uci.edu/current-students/mcs-grade-policy/academic-probation-process-policy	complete
www.ics.uci.edu/143A/index.html	complete
www.ics.uci.edu/%7ewics	complete
www.ics.uci.edu/~wscacchi/KWMS-SAWMAN	complete
vision.ics.uci.edu/papers/RogezRM_ERCIM_2013	complete
cert.ics.uci.edu/forum.html	complete
www.ics.uci.edu/~gcounsel	complete
www.ics.uci.edu/~feldman/LEC04.doc2.htm	complete
www.ics.uci.edu/~epaikari	complete
www.ics.uci.edu/~dechter/publications/r185.html	complete
www.ics.uci.edu/~ziv/ooad/classes/sld002.htm	complete
cml.ics.uci.edu/2013/08/2013_alexnsf	incomplete
www.ics.uci.edu/~dechter/commentary.html	complete
www.ics.uci.edu/computing/linux/access.php	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/tsld028.htm	complete
www.ics.uci.edu/about/search/search_dean.php	complete
www.ics.uci.edu/ugrad/current/Appts_Walk-Ins.php	complete
www.ics.uci.edu/grad/policies/GradPolicies_CommitteeMembers.php	complete
cradl.ics.uci.edu/identity-design-in-virtual-worlds-published-at-is-eud-2013	complete
www.ics.uci.edu/computing/google_apps.php	complete
www.ics.uci.edu/~dechter/publications/r64.html	complete
www.ics.uci.edu/~kay/courses/i41/Vectors_of_Vectors_files/_image-ref_vector_numbe.html	complete
www.ics.uci.edu/community/news/spotlight_winbladh.php	complete
cml.ics.uci.edu/2011/09/2011_wellingpami	complete
www.ics.uci.edu/community/alumni/index.php/hall_of_fame/stayconnected	complete
www.ics.uci.edu/%7Ewscacchi/Papers/Software_Process_Redesign	complete
vision.ics.uci.edu/datasets/index.html	complete
www.ics.uci.edu/~kay/courses/i41/hw/hw2.html	complete
www.ics.uci.edu/computing/group_email.php	complete
mcs.ics.uci.edu/about/curriculum/2018-2019	complete
www.ics.uci.edu/%7Ethornton/MidtermSolutions.html	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneK562H3k9acStdAlnRep1.REF_chr19.bam	complete
duttgroup.ics.uci.edu/2018/09/25/fall18-kick-off-and-welcome-bbq-party	complete
www.ics.uci.edu/~dillenco/mastersfinal.html	incomplete
duttgroup.ics.uci.edu/projects/self-aware-adaptive-computing/memory-adaptation	complete
www.ics.uci.edu/~dechter/publications/r29.html	complete
www.ics.uci.edu/~smyth/courses/stats5/Feb27_Bias_in_MachineLearning.txt	complete
www.ics.uci.edu/ugrad/honors/honors_plan.php	complete
www.ics.uci.edu/~jutts/CH01PR27.txt	complete
mswe.ics.uci.edu/faq	complete
www.ics.uci.edu/~kay/courses/i42/hw/hw5.html	complete
support.ics.uci.edu/feed.xml	complete
www.ics.uci.edu/dir/grad/Software/pkammer	complete
www.ics.uci.edu/~jutts/8	complete
www.ics.uci.edu/~dechter/publications/r15.html	complete
grape.ics.uci.edu/wiki/asterix/raw-attachment/wiki/stats170ab-2018/postgresloading.sql	complete
cert.ics.uci.edu/system.html	incomplete
www.ics.uci.edu/ugrad/admissions/admissions_why.php	incomplete
www.ics.uci.edu/p	complete
www.ics.uci.edu/recurrentDepthSeg.html	complete
www.ics.uci.edu/software.html	complete
www.ics.uci.edu/269	complete
emj.ics.uci.edu/talks	complete
www.ics.uci.edu/computing/account/new	complete
ngs.ics.uci.edu/professionalsocial/interviews	complete
sdcl.ics.uci.edu/research/past-projects/code-orb-2	complete
cbcl.ics.uci.edu/public_data/nearestGenes.txt	complete
www.ics.uci.edu/involved/tech_talk.php	complete
www.ics.uci.edu/~stasio/winter06/Lec6code	complete
www.ics.uci.edu/community/events	complete
map125.ics.uci.edu/%7Emap125/CampusMap/main.php	complete
www.ics.uci.edu/about/search_dean.php	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/sld014.htm	complete
www.ics.uci.edu/community/alumni/index.php/stayconnected/hall_of_fame/hall_of_fame/stayconnected/hall_of_fame/stayconnected/index.php	complete
www.ics.uci.edu/ugrad/advising/New Freshmen Students.php	complete
www.ics.uci.edu/~jutts/Midterm2cKey	complete
www.ics.uci.edu/ugrad/degrees/Double_Majors.php	complete
www.ics.uci.edu/MJCarey_Honors.html	incomplete
www.ics.uci.edu/alumni/stayconnected/hall_of_fame/hall_of_fame/hall_of_fame/hall_of_fame/hall_of_fame/inductees.php	complete
www.ics.uci.edu/~dechter/publications/r114.html	complete
www.ics.uci.edu/community/news/notes/notes_2009.php	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneK562H3k79me2StdAlnRep2.REF_chr19.bam	complete
www.ics.uci.edu/~maheshmn/eCACTI/techRep.htm	complete
www.ics.uci.edu/~dechter/publications/r128a.html	complete
mswe.ics.uci.edu/program/curriculum	complete
cradl.ics.uci.edu/david-redmiles-gives-keynote-address-at-brazilian-symposium-on-collaborative-systems-sbsc-2012-and-participates-in-writing-workshop	complete
mcs.ics.uci.edu/career/personal-branding-marketing	complete
www.ics.uci.edu/%7Ethornton/LabManual/SettingUpJava.html	complete
swiki.ics.uci.edu/doku.php/announce:announce	complete
www.ics.uci.edu/opportunities.html	complete
emj.ics.uci.edu/wp-content/emj/uploads/
arXiv_Mjolsness_1212.0582.pdf	complete
vision.ics.uci.edu/people/24.html	complete
www.ics.uci.edu/MJCarey_Contact.html	complete
www.ics.uci.edu/~schark/schark-ree.html	complete
www.ics.uci.edu/%7Ewscacchi/Papers/KnowledgeWeb	complete
www.ics.uci.edu/~kay/courses/i42/hw/hw4.html	complete
www.ics.uci.edu/ugrad/Add_Drop_ChangeOption.php	complete
www.ics.uci.edu/pub/hyperware	complete
www.ics.uci.edu/~wscacchi/WOSSE-2005	complete
cert.ics.uci.edu/EMWS09/index.html	complete
www.ics.uci.edu/~dechter/publications/r232.html	complete
www.ics.uci.edu/ugrad/policies/CS199_IN4MATX199	complete
www.ics.uci.edu/~fowlkes/publications.html	complete
www.ics.uci.edu/community/news/spotlight_gibas.php	complete
vision.ics.uci.edu/papers/YarkonyIF_UAI_2011	complete
cradl.ics.uci.edu/redmiles-named-acm-distinguished-scientist	complete
www.ics.uci.edu/about/visit/visit_fromLAX.php	complete
duttgroup.ics.uci.edu/2017/11/07/majids-defense	incomplete
www.ics.uci.edu/cv.htm	complete
www.ics.uci.edu/community/alumni/index.php/stayconnected/hall_of_fame/stayconnected/stayconnected/stayconnected/stayconnected/hall_of_fame/inductees.php	complete
www.ics.uci.edu/community/news/rss	complete
www.ics.uci.edu/~dechter/publications/r108.html	complete
www.ics.uci.edu/ugrad/policies/QA_Petitions.php	complete
www.ics.uci.edu/~pjsadows	complete
www.ics.uci.edu/computing/linux/services.php	complete
www.ics.uci.edu/%7Ethornton/inf102	complete
www.ics.uci.edu/about/bren/bren_advance.php	complete
www.ics.uci.edu/alfred_ccs15.bib	complete
piki.ics.uci.edu/ics125s04	complete
www.ics.uci.edu/~smyth/courses/stats5/Mar6_BigData_Economics.txt	complete
www.ics.uci.edu/~sswamida	complete
www.ics.uci.edu/~xhx/project/MotifMap	complete
www.ics.uci.edu/~jutts/st13v-06	complete
www.ics.uci.edu/~redmiles/ics227-FQ01	complete
www.ics.uci.edu/%7Ethornton/ics22/CourseReference.html	complete
www.ics.uci.edu/alumni/stayconnected/hall_of_fame/stayconnected/hall_of_fame/inductees.php	complete
www.ics.uci.edu/ugrad/life/index.php	complete
www.ics.uci.edu/~fowlkes/software	complete
cradl.ics.uci.edu/benjamin-koehne-defended-phd-thesis	complete
vision.ics.uci.edu/papers/RamananBK_ICCV_2007	complete
www.ics.uci.edu/~csp/r126.pdf:	complete
sdcl.ics.uci.edu/2016/01/new-scholarship	complete
www.ics.uci.edu/143A/2017fall/index.html	complete
www.ics.uci.edu/community/news/spotlight_shah.php	incomplete
www.ics.uci.edu/~thornton/Notes	complete
www.ics.uci.edu/community/news/spotlight_purpura.php	incomplete
mailman.ics.uci.edu/mailman/admin/ics-wics	complete
www.ics.uci.edu/grad/degrees/index	complete
cbcl.ics.uci.edu/public_data/tree-hmm-sample-data	complete
www.ics.uci.edu/ugrad/degrees/Minors.php	complete
vision.ics.uci.edu/papers/Fowlkes_PLOS_2011	complete
www.ics.uci.edu/%7Ethornton/CourseProject/Implementation	complete
www.ics.uci.edu/~iypark	complete
www.ics.uci.edu/computing/account_faq.php	complete
mailman.ics.uci.edu/mailman/listinfo/quasar-l	complete
www.ics.uci.edu/community/news/spotlight_olson.php	incomplete
cml.ics.uci.edu/2006/10/2006_cmlnips	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneHsmmH3k4me3StdAlnRep1.REF_chr19.bam	complete
www.ics.uci.edu/~thornton/ics22/LabManual/FindMe	complete
computableplant.ics.uci.edu/papers/2004/research.html	incomplete
www.ics.uci.edu/~kay/courses/h21/hw/hw3.html	complete
www.ics.uci.edu/ugrad/policies/Taking courses for readmission after DQ.php	complete
www.ics.uci.edu/%7Ethornton/cosmos	complete
www.ics.uci.edu/~rares	incomplete
www.ics.uci.edu/~smyth/courses/academic_integrity	complete
vision.ics.uci.edu/people/40.html	complete
www.ics.uci.edu/~sternh/courses/bioassay.stan	complete
cbcl.ics.uci.edu/doku.php/internal_index	complete
www.ics.uci.edu/computing/policy/index.php	complete
support.ics.uci.edu/passwd/index.php	complete
mhcid.ics.uci.edu/program/events	complete
www.ics.uci.edu/~dechter/publications/r140.html	complete
www.ics.uci.edu/about/jcleaver@ics.uci.edu	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneHepg2H2azStdAlnRep2.REF_chr19.bam	complete
computableplant.ics.uci.edu/papers/2004/tut.html	complete
swiki.ics.uci.edu/doku.php/projects:maint-summer-2018	complete
www.ics.uci.edu/community/alumni/index.php/stayconnected/hall_of_fame/hall_of_fame/hall_of_fame/hall_of_fame/stayconnected/hall_of_fame	complete
www.ics.uci.edu/about/facilities/jcleaver@ics.uci.edu	complete
cbcl.ics.uci.edu/public_data/FXR	complete
www.ics.uci.edu/ugrad/policies/index.php/Course_Outside_UCI.php	complete
emj.ics.uci.edu/papers/machine-learning-papers	complete
www.ics.uci.edu/~thornton/MidtermScores.html	complete
www.ics.uci.edu/~wping	complete
www.ics.uci.edu/community/alumni/index.php/hall_of_fame/stayconnected/stayconnected/hall_of_fame/stayconnected/stayconnected/stayconnected	complete
www.ics.uci.edu/~dechter/publications/r155.html	complete
www.ics.uci.edu/~irani	complete
www.ics.uci.edu/~xhx/project/mdos	complete
www.ics.uci.edu/~thornton/index.html	complete
www.ics.uci.edu/~mlevorat/ 	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneK562H3k9me3StdAlnRep2.REF_chr19.bam	complete
www.ics.uci.edu/computing/contact/index.php	complete
www.ics.uci.edu/~sternh/courses/210	complete
www.ics.uci.edu/projects/OOOcommit.html	complete
mailman.ics.uci.edu/mailman/listinfo/ivecg-faculty	complete
www.ics.uci.edu/dir/grad/Software/cpatters	complete
www.ics.uci.edu/~alexv/pubs.html	complete
www.ics.uci.edu/about/bren/gallery/gallery_13_jpg.php	complete
vision.ics.uci.edu/papers/YangBKR_CVPR_2012	complete
cradl.ics.uci.edu/projects	complete
www.ics.uci.edu/alumni/stayconnected/hall_of_fame/hall_of_fame/hall_of_fame/hall_of_fame/inductees.php	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneK562H3k36me3StdAlnRep2.REF_chr19.bam	complete
www.ics.uci.edu/%7Ethornton/Schedule.html	complete
cml.ics.uci.edu/category/aiml/page/2	complete
mondego.ics.uci.edu	incomplete
computableplant.ics.uci.edu/sw/CambiumOrganism	complete
www.ics.uci.edu/~ziv/diss/intropaper/node4.html	complete
cbcl.ics.uci.edu/doku.php/contact	complete
www.ics.uci.edu/%7eprojects/seminar/Nanda/bio.htm	complete
vision.ics.uci.edu/papers/YangHRF_TPAMI_2011	complete
www.ics.uci.edu/%7Ethornton/inf43	complete
www.ics.uci.edu/~thornton/NotesAndExamples	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneK562H3k4me2StdAlnRep1.REF_chr19.bam	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/sld024.htm	complete
www.ics.uci.edu/~dechter/publications/r160a.html	complete
ngs.ics.uci.edu/personal/education	complete
www.ics.uci.edu/~dechter/publications/r88.html	complete
www.ics.uci.edu/ugrad/current/policies/Academic_Honesty.php	complete
www.ics.uci.edu/~redmiles/ics229-SQ03	incomplete
www.ics.uci.edu/area/index.php	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/demo_3	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/demo_2	complete
vision.ics.uci.edu/papers/KeatorFLFPI_HBM_2012	complete
cbcl.ics.uci.edu/public_data/wgEncodeBroadHistoneGm12878H2azStdAlnRep1.REF_chr19.bam	incomplete
www.ics.uci.edu/community/news/notes/notes_2011.php	incomplete
www.ics.uci.edu/%7Ethornton/ics22/LabManual/SettingUpJava.html	complete
www.ics.uci.edu/~kay/courses/i41/hw/index.html	complete
